	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
1066	2009_2	the battery never held charge longer one hour within two months stopped holding charge ten minutes	charge	96--102	-1	held charge stopped holding charge minutes	-1.0
1067	2110_0	i 1 1 2 yes i issue one month warranty	warranty	86--94	0	i 2 yes i issue one month warranty	1.0
1068	1295_0	as usual customer service center asked hold moment went back office compare model netbooks discussed colleague i could see	customer service center	12--35	-1	as usual customer service center went	0.0
1069	901_0	so i called compaq phone 3 hours finally got replacement i problem getting since warranty	warranty	154--162	0	getting since warranty	0.0
1070	713_0	i call apple support set new printer wonderful experiences helpful english speaking vancouver techs walked processes help	apple support	17--30	1	apple support set new wonderful experiences helpful	1.0
1071	2956_0	it well worth money cost very good investment	cost	30--34	1	it well cost very good investment	1.0
1072	2791_0	most everything fine machine speed capacity build	speed	43--48	1	fine machine speed	1.0
1073	1374_0	also need talk representative microsoft charge i believe robbery since charged enormous amounts badly designed system people would went xp could	representative microsoft	31--56	-1	talk representative microsoft	0.0
1074	2959_0	the 2 gb ram plenty able run windows 7 least 2 3 programs next no slowdown	2 gb ram	4--15	1	2 gb ram plenty able 2 3	0.0
1075	2049_0	it not keep internet signals no matter bring	internet signals	17--33	-1	internet signals bring	0.0
1076	2747_1	plain simple laptop runs great loads fast	loads	44--49	1	runs great loads	1.0
1077	162_3	awesome cooling system much better grafts card ati 5870 8gb ram led backlit screen	8gb ram	64--71	1	ram led	0.0
1078	2719_0	still warrenty called toshiba no help	warrenty	12--20	-1	warrenty called	0.0
1079	823_0	it gets stuck time use keep tapping get work	use	36--39	-1	gets stuck time use	-1.0
1080	2032_1	the processor went fan went motherboard went	fan	30--33	-1	went fan went went	1.0
1081	271_1	macbook notebooks quickly die short battery life well many background programs run without user knowledge	programs	102--110	-1	short life well many background programs run	1.0
1082	963_1	another three weeks later i laptop back new mousepad keys casing	keys	70--74	0	new mousepad keys	0.0
1083	3072_0	i wanted something new intel core processors hdmi port could hook directly tv	intel core processors	34--55	0	new intel core processors port	0.0
1084	329_0	i know everyone thinks macs overpriced overrated get past initial expense find worth every penny besides always financing plan best buy offers	expense	97--104	-1	past initial expense find	0.0
1085	2494_0	the big screen allows enjoy watching movies pictures etc	screen	8--14	1	the big screen allows	0.0
1086	451_0	it easy pick use it not take long get used mac os	mac os	83--89	1	used mac os	0.0
1087	2234_0	comes new osx comes new features makes use easy	osx	26--29	1	comes new osx comes new features	0.0
1088	13_1	the amd turin processor seems always perform much better intel	intel	68--73	-1	perform intel	0.0
1089	2431_0	this sized 18 inch laptop	18 inch	23--30	-1	sized 18 inch laptop	0.0
1090	2143_1	quality display i surprised performance quality hp laptop	performance	42--53	1	performance laptop	0.0
1091	854_1	the hard drive crashed well i buy new power cord	power cord	58--68	-1	buy new power cord	0.0
1092	3079_0	i took star machine lot junk software	software	56--64	-1	took star machine lot junk software	0.0
1093	1409_0	but quality general less worth cheap laptop	quality	8--15	-1	but quality general less worth cheap laptop	1.0
1094	1061_1	every driver drivers applications dvd everything need reload	drivers applications dvd	20--44	1	drivers applications dvd need	0.0
1095	1817_1	great value fast delivery computer works brand new no problems pleased	value	6--11	1	great value fast computer	1.0
1096	2941_0	i wish webcam though would perfect	webcam	16--22	-1	wish webcam would perfect	1.0
1097	2290_2	i love dock i simply drop file onto particular program program simply open file	program	86--93	1	simply file onto particular program program simply open file	0.0
1098	2360_1	navigation computer far superior compared windows operating systems well	windows operating systems	60--85	-1	compared windows operating systems	0.0
1099	354_3	the system constantly overheats battery life short case coming apart core applications i use every day work graphic artist run poorly	system	4--10	-1	the system overheats life short	0.0
1100	1604_0	i picked inexpensive $400 i thought would good easy use first laptop	use	92--95	1	would good easy use first laptop	1.0
1101	2894_0	the difference toshiba lot memory hard drive space	memory	45--51	1	the difference toshiba lot memory drive	0.0
1102	1738_3	i plug 22 monitor speedy macosx performs well dual core dell windows 7 quad core	quad core	138--147	0	dual core windows 7 quad core	0.0
1103	508_0	just black screen	screen	13--19	-1	just black screen	0.0
1104	2755_1	i overall pleased toshiba satellite i like extra features i love windows 7 home premium	windows 7 home premium	91--113	1	love windows 7 home premium	1.0
1105	15_1	runs fast regular layout keyboard much better	runs	0--4	1	runs fast regular keyboard	0.0
1106	312_4	the computer runs fast no problems ilife software comes iphoto imovie web itunes garageband helpful well	itunes	110--116	1	iphoto itunes garageband helpful well	1.0
1107	132_0	for odd reasons computer recognize operation system	operation system	55--71	-1	recognize operation system	0.0
1108	1436_1	i vista i unable install uninstall programs	programs	60--68	-1	unable install uninstall programs	0.0
1109	581_0	i transcription work side flatline keyboard makes typing quick easy well	flatline keyboard	45--62	1	flatline keyboard makes	0.0
1110	2211_0	the graphics computer also stellar clear vivid	graphics	4--12	1	graphics computer	0.0
1111	2161_0	this great several lectures back back chance charge one lectures	charge	83--89	1	great several lectures charge one lectures	1.0
1112	1549_0	has 5 6 hour battery life	battery life	15--27	0	6 hour battery life	0.0
1113	953_0	now i not tried use since disc drive replaced taking back geek squad i found accidently not used right drive replaced first one back went get correct drive	disc drive	44--54	-1	disc drive replaced found used right drive replaced get correct drive	0.0
1114	1879_0	2 the wireless card low quality	wireless card	6--19	-1	2 the wireless card low quality	-1.0
1115	2808_6	cords coming right power plus cords coming front headphones mic plus network connection left make messy setup cords going every direction	cords	42--47	-1	coming right power plus cords coming plus make messy setup cords	-1.0
1116	832_0	my opinion sony dropping fast stock market given horrible support machine caused another plunge	support	89--96	-1	given horrible support caused	-1.0
1117	2246_0	it many great programs ilife iphotos others	programs	18--26	1	it many great programs ilife iphotos	1.0
1118	32_0	first not push button open lid	push button	26--37	-1	push button lid	0.0
1119	2612_1	it take long get switched mac computer programs navigation fine like way laptop functions much better	navigation	77--87	1	switched programs navigation fine way functions	1.0
1120	778_0	i spoke service rep micro center girlfriend problem power adapter not isolated incident	service rep	15--26	0	service rep center	0.0
1121	1650_0	with macbook pro comes free security software protect viruses intrusive things downloads internet surfing emails	security software	39--55	1	free security software protect viruses intrusive	1.0
1122	2531_1	love stability mac software operating system	mac software	26--38	1	mac software system	0.0
1123	542_0	power supply went bad 2 weeks	power supply	0--12	-1	power supply went bad	-1.0
1124	1657_0	theres built camera special effects video photography	built camera	9--24	1	theres built camera special photography	1.0
1125	695_0	it much easier use	use	24--27	1	easier use	1.0
1126	2722_0	i really impressed quality performance price computer	quality	30--37	1	quality computer	0.0
1127	2323_0	i like mac os simple easy use	mac os	15--21	1	mac os simple easy use	1.0
1128	4_0	i bought protector key pad works great happy	protector	11--20	0	protector key works great happy	1.0
1129	2755_0	i overall pleased toshiba satellite i like extra features i love windows 7 home premium	extra features	64--78	1	i i like extra features i	1.0
1130	3043_0	i always use backup hard disk store important files times	hard disk	22--31	0	backup hard disk store	-1.0
1131	2777_0	great wifi	wifi	6--10	1	great wifi	1.0
1132	3072_1	i wanted something new intel core processors hdmi port could hook directly tv	hdmi port	60--69	0	new intel core processors hdmi port hook	0.0
1133	608_0	reinstall standard os cd proprietary hardware drivers	standard os cd	21--35	-1	reinstall standard os cd proprietary drivers	0.0
1134	2752_0	i using external speaker sound good	external speaker	15--31	1	using external speaker sound good	1.0
1135	1129_0	did i mention everything size weight keyboard screams bulk	size	40--44	-1	size keyboard	0.0
1136	561_0	apple navigates thru unexplored world internet	internet	58--66	0	navigates thru unexplored world internet	0.0
